ProductID,ProductName,Category,Price
186,Produce Ten,Clothing,177.06
187,Build Least,Home,96.56
188,Find Behind,Clothing,454.66
189,Current Field,Clothing,44.13
190,Successful Something,Home,428.51
191,Set Rise,Beauty,65.83
192,Measure Deal,Home,334.16
193,Product Site,Clothing,183.9
194,Professional Blue,Books,229.7
195,Blue Lawyer,Electronics,170.76
196,Mr Finally,Home,54.01
197,Employee Worry,Electronics,164.47
198,Out Back,Beauty,209.9
199,Positive Whose,Clothing,226.67
200,Scene Soldier,Electronics,216.2
201,Life Back,Electronics,60.23
202,Door Red,Beauty,211.82
203,There Only,Electronics,277.54
204,Me Present,Electronics,182.36
205,Indeed Education,Electronics,226.23
206,Myself Fish,Beauty,240.69
207,Conference Painting,Electronics,99.48
208,Continue Information,Beauty,238.97
209,Option Meet,Clothing,363.89
210,Fact Long,Clothing,275.64
211,Bring Production,Electronics,405.91
212,Field Until,Toys,405.89
213,Degree Computer,Beauty,370.73
214,May Find,Electronics,229.42
215,Class Current,Home,252.04
216,Side Baby,Beauty,347.14
217,Girl Building,Electronics,377.16
218,Baby Scientist,Clothing,109.26
219,Camera Skill,Beauty,455.96
220,Whatever Product,Home,382.71
221,Ten Affect,Clothing,184.31
222,Pass Way,Home,148.66
223,Behavior Expert,Home,226.54
224,Try While,Home,13.19
225,Project Couple,Beauty,321.15
226,Piece Mother,Books,78.72
227,Beautiful Week,Electronics,278.81
228,Couple Onto,Clothing,297.0
229,Item Evening,Home,459.98
230,Board Country,Electronics,452.9
231,Not Black,Beauty,287.21
232,Across News,Beauty,468.41
233,Behavior Responsibility,Home,334.78
234,Try Feel,Books,171.44
235,Yeah Keep,Home,272.4
236,Least Beautiful,Electronics,453.87
237,Present Hotel,Clothing,128.84
238,Race Total,Books,145.91
239,Standard Research,Electronics,495.67
240,Rich Same,Electronics,184.74
241,Use Leave,Electronics,232.92
242,Word Relationship,Books,321.79
243,Send Ten,Books,123.86
244,Behavior Claim,Home,473.92
245,Member Republican,Electronics,296.06
246,Thought None,Beauty,400.83
247,Already Yes,Toys,410.94
248,Street Good,Books,278.37
249,Could During,Beauty,470.28
250,Care Determine,Books,355.72
251,Fact Single,Clothing,254.51
252,Growth Likely,Electronics,171.79
253,Wrong Sell,Books,322.84
254,Someone Year,Clothing,53.63
255,Item Environmental,Electronics,122.03
256,Car Ground,Clothing,386.75
257,Protect Indeed,Electronics,444.84
258,South Skin,Beauty,362.9
259,Here Care,Electronics,342.05
260,Study Difference,Books,478.27
261,List Skin,Books,437.33
262,Learn Lay,Toys,454.02
263,Miss Step,Toys,177.41
264,Film Rest,Toys,146.31
265,Manager Center,Home,219.99
266,Deal Seven,Toys,186.8
267,Want After,Toys,241.49
268,Try Yourself,Clothing,485.43
269,How Position,Clothing,430.47
270,Discuss Term,Books,20.19
271,Rich Natural,Toys,331.63
272,Significant Full,Beauty,74.47
273,Energy Benefit,Books,492.7
274,Four Book,Clothing,40.97
275,Everyone Energy,Toys,136.45
276,Them Down,Home,152.94
277,Near Condition,Home,32.78
278,Billion Baby,Books,418.02
279,Art Hundred,Electronics,372.53
280,Board Make,Toys,361.64
281,Maybe Face,Clothing,240.47
282,Vote Character,Beauty,384.19
283,Theory Forget,Beauty,400.56
284,Often Let,Beauty,48.7
285,However System,Clothing,19.83
286,Each Write,Beauty,204.44
287,Health Movie,Home,476.93
288,By Ahead,Home,360.08
289,North See,Toys,310.18
290,Team Billion,Clothing,375.5
291,Yes A,Electronics,326.82
292,Economic Loss,Books,181.81
293,Security Knowledge,Electronics,212.89
294,Development Carry,Toys,70.33
295,Little There,Home,380.02
296,Picture These,Home,312.23
297,Decade Front,Beauty,353.66
298,Me Far,Home,248.28
299,Training Anything,Electronics,187.71
300,Move Agreement,Clothing,49.5
301,Career Bar,Clothing,474.29
302,Might Service,Clothing,45.05
303,Mouth Doctor,Books,343.55
304,Evidence Plant,Home,445.03
305,Defense Help,Electronics,44.43
306,Yeah Describe,Clothing,460.1
307,Magazine Two,Clothing,248.02
308,Yard Keep,Beauty,148.53
309,Among Work,Electronics,381.05
310,Party Because,Toys,238.08
311,Just Main,Home,59.58
312,Drive Color,Clothing,415.83
313,Science Build,Books,191.32
314,Half Service,Clothing,313.4
315,Finish Western,Electronics,126.36
316,Source Kitchen,Beauty,184.23
317,Will Wonder,Electronics,352.73
318,Require Bad,Electronics,301.61
319,Media Decision,Books,289.0
320,Tax Any,Books,134.48
321,Marriage Kitchen,Electronics,240.86
322,Couple Beat,Home,288.07
323,Yeah Store,Home,266.14
324,Without Best,Beauty,430.93
325,Natural Say,Books,364.93
326,Republican Reduce,Electronics,193.02
327,Happy Pass,Electronics,156.08
328,Feel Partner,Electronics,304.94
329,Their Such,Toys,181.43
330,Purpose Leg,Electronics,351.56
331,Seek Energy,Books,461.25
332,Question Then,Beauty,375.57
333,Charge Budget,Clothing,182.1
334,Think Management,Home,108.39
335,Be At,Home,441.87
336,Use Mention,Toys,371.93
337,Time Boy,Books,152.08
338,Civil Them,Electronics,256.77
339,Play Give,Toys,28.0
340,Seat Well,Toys,147.91
341,Modern Size,Home,239.15
342,House Page,Home,400.06
343,Pressure Economic,Beauty,422.75
344,Human When,Books,7.24
345,Professional Door,Toys,29.69
346,Good Item,Clothing,343.25
347,American Above,Toys,237.25
348,Carry Including,Home,392.1
349,Reduce Around,Clothing,246.6
350,Option Left,Beauty,126.15
351,Here Method,Home,232.62
352,Soon Reflect,Books,20.34
353,Budget Stand,Clothing,37.64
354,Of Three,Beauty,129.34
355,Cover Near,Home,87.51
356,Great Seven,Electronics,240.3
357,Final Federal,Toys,242.72
358,Wonder Five,Books,219.81
359,Charge Discuss,Books,108.46
360,Tell Responsibility,Clothing,285.48
361,List Light,Books,278.87
362,College Somebody,Beauty,283.22
363,Painting Right,Clothing,343.49
364,Talk Want,Clothing,337.36
365,Economy Almost,Clothing,413.85
366,Father On,Beauty,94.69
367,Open Occur,Home,410.94
368,Face They,Books,241.55
369,Heart Black,Electronics,343.3
370,Floor Stock,Toys,56.76
371,Room Development,Electronics,426.85
372,Indeed Bring,Beauty,128.97
373,Mission North,Electronics,223.09
374,Whatever Room,Home,376.0
375,Action Message,Toys,460.05
376,You Economy,Electronics,179.15
377,Task Effect,Beauty,277.58
378,Discover Dream,Electronics,41.47
379,Under Thought,Toys,264.81
380,Leave National,Beauty,472.7
381,Agree Because,Books,116.2
382,Line Field,Books,444.65
383,Instead Physical,Home,182.9
384,Mean Teacher,Books,23.33
385,Risk Nice,Clothing,32.28
386,Education Few,Books,165.0
387,Big Protect,Electronics,401.79
388,College Style,Clothing,452.51
389,Matter National,Toys,157.45
390,Throughout This,Clothing,371.47
391,South Paper,Beauty,449.04
392,Employee Leg,Books,151.4
393,Security Central,Electronics,447.66
394,Customer Game,Toys,464.73
395,Early Movie,Home,131.44
396,Near Strong,Toys,182.78
397,Teacher Institution,Electronics,273.11
398,Soon Positive,Clothing,359.91
399,Write Magazine,Electronics,177.74
400,Everyone Idea,Electronics,258.96
401,Write South,Books,366.57
402,From Listen,Electronics,188.49
403,From Store,Electronics,47.73
404,Discuss South,Clothing,464.35
405,Short Performance,Beauty,333.34
406,Prove Ahead,Clothing,296.64
407,Store Be,Clothing,109.3
408,Prove Future,Books,159.18
409,Body Political,Books,50.32
410,Expect Trial,Beauty,492.66
411,Through Something,Toys,143.68
412,Dinner Civil,Clothing,483.55
413,Care Set,Home,58.4
414,Themselves Book,Beauty,259.15
415,Could Leave,Electronics,445.86
416,Who Figure,Electronics,387.8
417,Debate Lead,Clothing,5.33
418,Catch Major,Electronics,127.26
419,Finally Sister,Electronics,236.76
420,Seat Project,Home,389.42
421,Argue Skin,Beauty,89.99
422,Truth Social,Clothing,61.41
423,Knowledge Rate,Toys,370.63
424,Evening Land,Toys,210.35
425,Court State,Beauty,405.01
426,Play Open,Home,187.81
427,Policy Glass,Beauty,7.76
428,Argue Government,Beauty,67.88
429,Fly Deep,Clothing,323.63
430,To Can,Home,435.84
431,Often Any,Home,351.51
432,Citizen But,Toys,472.95
433,Environmental Major,Home,30.91
434,News Exactly,Toys,254.29
435,Conference Offer,Electronics,242.04
436,Understand Edge,Toys,205.69
437,Cold Great,Clothing,330.83
438,Cultural Sometimes,Books,38.65
439,Scene Meeting,Books,436.84
440,List Foot,Beauty,274.96
441,Key Bed,Beauty,199.37
442,Election Lay,Books,236.04
443,Candidate Avoid,Clothing,165.26
444,Cup Reason,Electronics,45.16
445,Financial Open,Home,303.25
446,State State,Clothing,191.55
447,You Yet,Home,281.2
448,Upon Voice,Electronics,9.16
449,Hand Each,Clothing,186.74
450,Style Can,Books,278.33
451,Talk Car,Toys,204.93
452,Today Talk,Beauty,79.66
453,Mouth Strategy,Clothing,243.85
454,Once Look,Home,22.59
455,Moment Use,Toys,219.98
456,Notice Do,Electronics,455.22
457,Capital Impact,Clothing,40.39
458,Campaign Heart,Electronics,144.41
459,Want Fight,Beauty,96.54
460,Account Gas,Toys,139.64
461,Direction Yet,Clothing,414.91
462,Center When,Beauty,300.05
463,Risk Key,Clothing,242.03
464,Affect Smile,Clothing,449.4
465,Likely Pattern,Home,55.18
466,Available Total,Toys,178.94
467,Pattern Cell,Home,337.58
468,Memory Structure,Electronics,344.84
469,Answer News,Toys,330.58
470,Study Community,Electronics,270.73
471,First Now,Toys,299.01
472,Within Role,Home,173.09
473,Artist Stay,Toys,9.22
474,Population Many,Clothing,166.79
475,There Know,Beauty,361.42
476,Above Myself,Toys,239.28
477,Small Mrs,Toys,439.47
478,Boy Ago,Home,362.3
479,Those With,Books,201.67
480,Each Day,Toys,110.63
481,Hot Culture,Books,33.46
482,Certain Value,Books,26.13
483,Yeah Performance,Toys,288.35
484,Buy Thing,Toys,111.52
485,Above Worry,Home,405.03
486,Necessary Usually,Electronics,199.6
487,Rest Cause,Toys,204.94
488,Agent Three,Toys,56.09
489,Century Artist,Books,398.44
490,Arrive Find,Clothing,206.92
491,Nor Account,Home,312.59
492,Wrong Learn,Home,459.42
493,Last What,Home,288.34
494,Animal Full,Books,121.11
495,New Enough,Electronics,194.43
496,More Spring,Toys,305.14
497,Prevent Push,Electronics,319.82
498,Need Catch,Clothing,218.82
499,Yourself Thus,Home,77.59
500,Other Begin,Books,226.31
501,Knowledge Recognize,Home,460.58
502,Today He,Toys,278.03
503,Get Professor,Toys,357.04
504,Dream Inside,Toys,160.28
505,Woman Possible,Books,43.88
506,Time Fine,Beauty,247.99
507,See Short,Toys,152.46
508,Cut Many,Clothing,358.4
509,The Someone,Books,334.98
510,Get Become,Home,461.32
511,Trade Improve,Clothing,339.91
512,Someone Amount,Electronics,496.42
513,Throughout Past,Clothing,389.64
514,Last Around,Home,113.42
515,Technology Against,Beauty,48.91
516,Those Paper,Beauty,78.98
517,Ball Argue,Books,127.41
518,However Simple,Home,326.85
519,Bag Side,Clothing,137.71
520,Human Indicate,Beauty,101.59
521,Per Majority,Toys,350.81
522,Sometimes Coach,Beauty,257.43
523,Short Star,Clothing,377.7
524,Single Friend,Electronics,492.71
525,Major Republican,Home,29.93
526,Walk Product,Toys,268.02
527,Four Section,Clothing,212.71
528,Pressure Manage,Books,63.75
529,Pattern Partner,Beauty,76.3
530,Leg Team,Clothing,387.37
531,Child Speak,Toys,93.88
532,Item Fight,Home,156.63
533,Bed Able,Books,248.77
534,Yes Establish,Beauty,176.04
535,Real Final,Books,448.97
536,Race Design,Toys,20.23
537,Power Radio,Home,357.68
538,Still Yourself,Books,483.04
539,Exactly Over,Toys,66.58
540,Program Arm,Electronics,61.4
541,Morning Effort,Books,231.68
542,Analysis Newspaper,Home,356.59
543,Far I,Electronics,337.74
544,Bag Resource,Toys,253.79
545,Relate About,Electronics,130.4
546,They Add,Electronics,115.04
547,Size Network,Toys,328.69
548,Of Truth,Beauty,317.8
549,Husband Act,Electronics,78.56
550,Bar Beautiful,Beauty,170.49
551,Allow She,Clothing,50.35
552,Evening Spend,Books,163.38
553,Ever Area,Toys,257.98
554,Compare More,Home,245.42
555,Computer Provide,Clothing,286.76
556,Page Check,Electronics,329.63
557,Story Need,Home,482.28
558,Media Single,Toys,362.88
559,Successful Eye,Books,368.9
560,Term Campaign,Electronics,373.75
561,Son Hard,Electronics,244.52
562,Only Inside,Books,30.3
563,Network Beyond,Beauty,483.97
564,Sport Quickly,Books,181.26
565,To Raise,Home,36.14
566,Director Reason,Home,270.1
567,Hospital Six,Home,181.26
568,Run Senior,Toys,350.68
569,Maintain Family,Books,75.49
570,Although Pretty,Books,66.83
571,Base Face,Clothing,213.34
572,Arm Low,Books,11.15
573,Real Bad,Beauty,211.69
574,Talk North,Electronics,427.02
575,Lot Black,Clothing,475.21
576,Perform Artist,Beauty,273.88
577,Free News,Clothing,293.38
578,Dinner Begin,Electronics,137.64
579,Family Late,Clothing,63.67
580,Do Experience,Toys,71.84
581,Second Road,Electronics,252.72
582,Meeting Prevent,Home,353.63
583,Billion Cause,Toys,474.59
584,Make And,Clothing,12.98
585,Live Young,Books,366.87
586,Practice Brother,Toys,331.15
587,Hold Feel,Home,13.11
588,Represent Movie,Beauty,9.63
589,Indeed Want,Electronics,116.29
590,Follow Professor,Electronics,299.65
591,Another Civil,Home,11.0
592,Must Either,Beauty,231.95
593,Out True,Beauty,181.79
594,Decision Country,Books,426.74
595,Tv Song,Clothing,406.21
596,Consumer Clearly,Beauty,147.05
597,Usually Themselves,Electronics,487.13
598,Summer Couple,Clothing,253.74
599,Easy Onto,Home,323.24
600,Memory Clearly,Toys,461.36
601,Budget System,Toys,56.82
602,Quite Thing,Electronics,189.56
603,Same Moment,Toys,197.92
604,Service Generation,Books,492.83
605,Between Avoid,Home,30.59
606,Recognize Role,Books,380.77
607,Nor Charge,Home,489.78
608,Do Against,Beauty,38.27
609,Explain Guess,Electronics,489.12
610,Tell People,Home,336.79
611,Whether Born,Books,250.53
612,Its Player,Books,371.3
613,Little Himself,Home,102.7
614,Water Meet,Toys,476.71
615,Nation Girl,Electronics,493.33
616,Bed Them,Toys,73.52
617,Improve Court,Home,358.44
618,Factor Such,Clothing,462.23
619,Book Southern,Clothing,268.03
620,Statement Short,Books,108.11
621,Cut Bit,Beauty,395.32
622,Cost Senior,Books,175.32
623,Evidence Gun,Books,191.72
624,End Board,Beauty,433.98
625,Couple Remain,Beauty,377.53
626,Probably Such,Electronics,465.38
627,Great Official,Clothing,436.74
628,Nearly Walk,Books,277.97
629,Rock Congress,Books,453.28
630,Factor Statement,Toys,195.84
631,Range Present,Toys,202.7
632,Little Something,Toys,336.34
633,Write Her,Clothing,48.76
634,List Follow,Beauty,470.53
635,Analysis Concern,Home,213.31
636,Contain Tend,Books,389.52
637,Source Education,Books,119.71
638,Morning Inside,Beauty,98.88
639,Everyone Character,Beauty,152.47
640,Eye Whatever,Home,445.23
641,Radio Despite,Home,192.48
642,Pretty Quite,Clothing,269.94
643,Though Large,Toys,392.38
644,Physical More,Books,419.17
645,Produce Degree,Beauty,220.0
646,Ask Mention,Toys,116.23
647,Thousand Group,Books,323.76
648,Whether Watch,Books,237.12
649,Agent Morning,Books,112.41
650,Movement Thing,Clothing,14.0
651,Resource Project,Clothing,27.19
652,Ok A,Toys,231.48
653,Head I,Electronics,26.23
654,Claim Usually,Home,115.57
655,May Senior,Clothing,195.46
656,Attack Thousand,Beauty,36.36
657,Candidate Find,Books,125.93
658,Man Support,Clothing,200.23
659,Past Picture,Electronics,200.12
660,Cause Tend,Electronics,499.52
661,Support Shake,Electronics,411.26
662,Result Fire,Toys,490.99
663,Way Structure,Clothing,307.46
664,Many Professor,Clothing,381.81
665,Democrat Notice,Clothing,391.55
666,Want Occur,Electronics,75.21
667,Wife At,Toys,264.26
668,Task Spend,Beauty,427.79
669,Month Foreign,Beauty,409.32
670,Choose Pull,Beauty,129.49
671,Among Old,Toys,171.78
672,While Our,Beauty,226.75
673,Under May,Home,206.84
674,Heart Full,Beauty,300.34
675,Human Against,Electronics,484.14
676,Table Woman,Electronics,200.08
677,Conference Cost,Books,159.77
678,Apply Officer,Electronics,322.43
679,Evening Tonight,Home,329.42
680,Explain Free,Home,196.15
681,In Should,Toys,315.76
682,Lot Write,Toys,267.97
683,Move Drug,Clothing,245.33
684,Themselves Seek,Clothing,335.77
685,Natural Just,Electronics,469.25
686,Hair Rise,Toys,127.59
687,Edge Wait,Home,147.41
688,Too Large,Toys,125.28
689,Cost Movie,Books,178.11
690,Education End,Home,378.71
691,Left Commercial,Electronics,117.28
692,Accept Seven,Toys,15.67
693,Discover Week,Beauty,397.89
694,President Total,Toys,358.55
695,Already Name,Home,304.03
696,Time Thing,Clothing,218.54
697,Wind Author,Home,207.92
698,Word Prove,Beauty,228.37
699,Real Authority,Beauty,259.25
700,Fear Discover,Beauty,455.21
701,General Reduce,Beauty,190.72
702,Sense Least,Clothing,413.12
703,Single Focus,Electronics,83.02
704,By Thousand,Clothing,455.66
705,Firm Dinner,Toys,26.87
706,Big Everyone,Toys,330.9
707,Almost Across,Electronics,23.66
708,Catch Born,Clothing,249.74
709,Push Political,Books,133.11
710,Learn Those,Home,242.19
711,Situation Your,Clothing,100.84
712,Style Shake,Books,122.83
713,Half Force,Beauty,68.98
714,Color Common,Toys,197.58
715,Discover Begin,Toys,242.07
716,Drop Rock,Home,42.03
717,Question Company,Clothing,141.27
718,Three Official,Clothing,302.71
719,Yeah Ask,Clothing,488.2
720,Some Fish,Home,127.4
721,Business Culture,Clothing,362.76
722,Along Case,Clothing,208.36
723,Team Ten,Electronics,38.78
724,Thousand Recently,Toys,39.29
725,Its Wind,Toys,140.38
726,Moment Walk,Home,391.87
727,Cold Boy,Toys,445.58
728,Section Management,Books,207.55
729,Positive Hear,Electronics,113.52
730,Picture Goal,Clothing,447.86
731,Recently Involve,Books,335.15
732,Defense Box,Toys,243.53
733,Small Record,Electronics,449.09
734,After Drop,Books,61.66
735,Analysis Sometimes,Beauty,436.83
736,Fight We,Beauty,339.9
737,Wonder Performance,Books,214.95
738,Someone Continue,Toys,483.51
739,Because Risk,Toys,77.92
740,Southern Poor,Toys,443.53
741,Risk Amount,Electronics,131.55
742,Difficult Call,Toys,110.58
743,What Ask,Beauty,418.77
744,Treatment Pretty,Clothing,195.12
745,Material Form,Home,389.99
746,Safe Control,Books,97.82
747,Government Develop,Electronics,132.38
748,Building Black,Toys,183.31
749,Hair Ten,Home,246.83
750,Last Gun,Toys,120.56
751,Business Cost,Electronics,380.67
752,Have Professional,Beauty,263.06
753,Other Site,Books,84.4
754,Economy Notice,Books,276.11
755,Lawyer Computer,Beauty,414.19
756,Him Painting,Beauty,181.41
757,Collection Walk,Clothing,92.23
758,Tax Action,Toys,494.58
759,Hour Challenge,Beauty,318.73
760,Study Whom,Electronics,273.22
761,Fire Get,Home,333.11
762,Sell Natural,Beauty,302.1
763,She Draw,Clothing,360.04
764,Stage Pull,Home,128.89
765,Partner Third,Books,359.84
766,Spend Coach,Beauty,134.26
767,Leader Affect,Beauty,495.96
768,Rule Traditional,Books,35.81
769,Dog Effort,Books,5.71
770,Our Clear,Home,420.19
771,Black Or,Toys,392.57
772,People Mission,Home,196.97
773,Point Them,Home,391.18
774,Hotel Nice,Books,369.64
775,Hold Officer,Toys,266.88
776,Top Should,Books,197.1
777,Have Production,Clothing,479.74
778,Doctor Cell,Beauty,398.22
779,Since Trade,Books,295.88
780,Until Focus,Clothing,420.82
781,Back Run,Beauty,205.27
782,Wait Risk,Toys,103.66
783,Wait What,Home,104.03
784,Fire Make,Home,36.43
785,Child Someone,Home,406.77
786,Force Glass,Electronics,315.82
787,National Ever,Books,172.25
788,Create Free,Electronics,118.84
789,North Strategy,Books,128.8
790,Perform Focus,Electronics,239.4
791,Same Head,Toys,268.88
792,This Yard,Toys,173.5
793,Game Manage,Clothing,130.43
794,Section Against,Beauty,442.21
795,Pay Really,Electronics,48.8
796,Particularly Thing,Books,164.76
797,Activity Onto,Books,492.1
798,Day Lay,Toys,239.6
799,Win Open,Toys,222.32
800,Prepare Mission,Home,160.79
801,About Add,Clothing,469.93
802,Her House,Clothing,398.96
803,Project Prove,Books,458.03
804,Nice Can,Home,393.7
805,Note Style,Clothing,350.08
806,Trial Buy,Electronics,112.6
807,Blue Under,Beauty,156.98
808,Step Plan,Clothing,273.82
809,Medical Travel,Home,245.45
810,Chance Nor,Books,477.78
811,Such Meet,Home,337.19
812,Large Little,Clothing,479.4
813,Focus Like,Beauty,399.0
814,Behavior Provide,Clothing,382.43
815,State Group,Clothing,120.85
816,Subject Heavy,Toys,217.23
817,Right War,Electronics,283.52
818,That Data,Home,290.16
819,Nothing Four,Clothing,13.64
820,Key Level,Home,370.06
821,Number Order,Books,275.79
822,Clear It,Home,120.31
823,Writer Question,Books,92.06
824,Allow Very,Home,440.6
825,Card Tax,Beauty,428.57
826,Area Alone,Clothing,201.66
827,Skill Personal,Home,203.42
828,Economy All,Books,439.87
829,Exist Already,Electronics,171.66
830,Current Move,Books,74.99
831,Teach Official,Home,482.4
832,Similar Management,Toys,215.57
833,Hope Me,Toys,182.45
834,Send Almost,Beauty,369.94
835,Serious Laugh,Toys,273.78
836,Herself Far,Clothing,256.75
837,Way Memory,Clothing,336.2
838,Knowledge Artist,Beauty,61.08
839,Company Wind,Clothing,463.55
840,Avoid Within,Home,484.68
841,Professor Training,Books,264.15
842,Record Dinner,Clothing,409.86
843,Again Risk,Toys,487.52
844,Trip Firm,Electronics,85.23
845,Professional Seek,Beauty,194.08
846,Country Owner,Beauty,371.16
847,Industry Right,Books,201.64
848,Ready Account,Clothing,30.95
849,Sort Drop,Home,294.44
850,Statement Democrat,Clothing,108.61
851,Yes Score,Toys,55.91
852,Study Agent,Toys,442.4
853,Chance By,Clothing,394.2
854,Military Much,Beauty,133.23
855,Memory Identify,Toys,343.86
856,Religious Affect,Electronics,269.07
857,Step Apply,Books,359.53
