TransactionID,SaleID,TransactionDate,PaymentMethod
526,1313,2025-04-21,Credit Card
527,47828,2024-04-10,UPI
528,24167,2023-09-03,UPI
529,8387,2024-11-30,PayPal
530,3194,2025-05-19,Debit Card
531,33464,2024-10-12,PayPal
532,25412,2025-03-05,PayPal
533,25822,2025-06-11,Debit Card
534,421,2024-04-21,UPI
535,33743,2025-02-04,UPI
536,39717,2025-03-04,UPI
537,14803,2023-11-09,PayPal
538,25101,2025-06-15,PayPal
539,5278,2024-09-17,PayPal
540,34213,2025-03-15,Credit Card
541,20386,2025-02-15,UPI
542,49602,2025-02-16,Debit Card
543,38185,2025-05-06,PayPal
544,30158,2025-01-27,Debit Card
545,13750,2024-12-10,Debit Card
546,47690,2025-04-19,Cash
547,21446,2025-03-08,Credit Card
548,44018,2025-05-23,Cash
549,17555,2025-04-17,PayPal
550,4819,2023-09-15,Debit Card
551,5693,2024-03-28,Debit Card
552,18949,2025-01-17,Debit Card
553,47076,2025-06-18,Debit Card
554,3650,2024-10-01,UPI
555,20462,2024-04-14,Credit Card
556,27462,2023-10-21,UPI
557,49648,2024-09-26,UPI
558,987,2025-01-18,PayPal
559,40935,2024-12-29,Cash
560,42651,2025-04-02,PayPal
561,16161,2025-05-21,UPI
562,25002,2024-09-12,Cash
563,18497,2024-11-06,Cash
564,31071,2025-03-16,PayPal
565,5131,2024-10-30,UPI
566,27701,2023-10-13,Cash
567,37924,2024-01-23,Cash
568,155,2025-05-26,PayPal
569,16975,2024-08-14,PayPal
570,20099,2025-05-31,Credit Card
571,39203,2024-10-10,UPI
572,23113,2024-11-09,Cash
573,9025,2024-06-19,PayPal
574,36470,2024-05-31,Cash
575,40315,2025-06-10,UPI
576,2421,2024-10-28,PayPal
577,19459,2024-08-20,PayPal
578,22630,2024-12-24,Credit Card
579,9227,2024-05-17,UPI
580,34580,2025-06-01,Debit Card
581,6229,2024-07-05,Cash
582,34796,2024-06-03,Credit Card
583,43639,2025-05-01,Credit Card
584,1766,2024-08-09,Cash
585,1835,2024-10-02,Credit Card
586,17083,2024-04-25,Credit Card
587,42508,2023-08-30,UPI
588,3328,2024-02-18,Cash
589,24862,2024-10-29,Debit Card
590,12899,2025-03-24,Cash
591,16380,2025-06-11,UPI
592,6270,2025-01-21,UPI
593,13495,2025-06-10,Cash
594,2383,2024-12-12,PayPal
595,30058,2024-05-19,UPI
596,40716,2024-07-12,UPI
597,44760,2025-05-07,UPI
598,19703,2024-09-15,PayPal
599,15534,2024-11-28,PayPal
600,39875,2024-10-15,Cash
601,47391,2025-04-30,UPI
602,25774,2025-02-13,UPI
603,31565,2025-04-08,Debit Card
604,2456,2024-06-20,Cash
605,2325,2025-06-14,PayPal
606,34862,2025-03-21,Credit Card
607,653,2024-12-17,UPI
608,13212,2025-03-02,Debit Card
609,30389,2024-12-29,Credit Card
610,49175,2024-11-20,Debit Card
611,3400,2025-03-01,Cash
612,22477,2025-01-27,Cash
613,8371,2025-05-24,UPI
614,3884,2024-04-10,Cash
615,24927,2024-05-14,Debit Card
616,28002,2025-06-15,UPI
617,28238,2023-11-21,PayPal
618,34109,2024-08-24,UPI
619,8819,2024-10-31,Debit Card
620,5292,2024-12-29,Cash
621,22784,2024-11-12,Cash
622,17507,2024-08-04,Debit Card
623,14590,2025-05-28,PayPal
624,15656,2024-07-27,PayPal
625,46960,2025-04-07,Cash
626,36842,2024-08-18,Debit Card
627,39074,2023-09-14,PayPal
628,19416,2024-12-02,Debit Card
629,33172,2025-06-14,UPI
630,29208,2024-12-09,Credit Card
631,35661,2025-06-11,Debit Card
632,1500,2025-02-14,Cash
633,32291,2024-08-12,Debit Card
634,28294,2024-06-26,Credit Card
635,16304,2025-04-17,Credit Card
636,10336,2024-10-22,UPI
637,33394,2023-12-19,PayPal
638,49489,2024-10-22,Credit Card
639,20565,2025-03-23,UPI
640,44106,2024-11-24,Debit Card
641,31561,2024-02-26,Debit Card
642,5017,2024-09-13,PayPal
643,9731,2024-10-04,Cash
644,9745,2025-01-13,PayPal
645,17510,2024-09-16,Debit Card
646,40575,2025-04-27,UPI
647,18012,2024-11-18,Credit Card
648,26158,2025-01-02,Debit Card
649,33595,2025-06-16,UPI
650,39831,2025-02-20,UPI
651,11322,2025-04-24,PayPal
652,36425,2024-11-27,PayPal
653,31471,2025-05-11,Debit Card
654,36180,2025-04-01,Credit Card
655,49509,2025-03-16,UPI
656,49102,2025-06-01,Debit Card
657,24572,2025-05-29,PayPal
658,46840,2025-01-06,Cash
659,18988,2025-06-06,Debit Card
660,1166,2024-01-24,Credit Card
661,40599,2024-12-13,UPI
662,46629,2024-12-26,Debit Card
663,40946,2024-11-23,UPI
664,20647,2024-12-23,Cash
665,29712,2025-01-03,Debit Card
666,37031,2025-04-09,Cash
667,9285,2024-07-19,Credit Card
668,40830,2024-05-26,Credit Card
669,1477,2024-12-29,Debit Card
670,27635,2024-05-04,Debit Card
671,39535,2024-10-17,Credit Card
672,24841,2025-03-20,Cash
673,33186,2025-01-26,Credit Card
674,31384,2025-03-07,UPI
675,15562,2024-09-23,UPI
676,23021,2025-02-26,Cash
677,10119,2025-06-03,UPI
678,29665,2025-06-13,Debit Card
679,13954,2024-02-26,Credit Card
680,12162,2024-11-16,Credit Card
681,18648,2024-12-18,UPI
682,31760,2025-05-19,PayPal
683,5745,2024-01-29,Cash
684,30432,2024-07-10,UPI
685,28327,2024-09-22,Debit Card
686,36181,2025-06-20,UPI
687,49499,2025-03-15,Debit Card
688,37637,2024-10-03,Cash
689,32347,2024-12-11,Credit Card
690,46120,2025-02-11,UPI
691,44459,2025-05-08,UPI
692,22829,2025-04-03,UPI
693,28874,2024-12-04,Credit Card
694,45386,2024-09-22,Cash
695,14922,2024-03-08,UPI
696,34922,2025-05-30,Debit Card
697,37779,2023-07-11,Debit Card
698,28149,2025-02-17,Cash
699,12378,2024-09-03,Debit Card
700,29013,2025-02-15,Credit Card
701,22687,2024-11-21,Cash
702,24936,2025-04-30,PayPal
703,46984,2024-12-03,Cash
704,40879,2024-08-21,UPI
705,29000,2025-05-12,UPI
706,38297,2025-06-05,Cash
707,26950,2024-02-14,UPI
708,39026,2025-05-24,Credit Card
709,13876,2025-03-26,Credit Card
710,4930,2025-05-26,Debit Card
711,10418,2024-04-21,Cash
712,32395,2024-05-23,Cash
713,10860,2025-06-20,Debit Card
714,33601,2025-05-26,Credit Card
715,1511,2023-10-07,Debit Card
716,28983,2023-12-30,Cash
717,42404,2024-12-17,Credit Card
718,34976,2024-08-19,Debit Card
719,46060,2025-03-28,PayPal
720,37983,2025-03-29,Cash
721,13505,2025-05-16,Cash
722,29470,2025-02-26,UPI
723,35970,2025-05-31,Credit Card
724,2531,2025-03-12,Credit Card
725,18967,2025-05-09,Debit Card
726,4331,2025-03-24,Cash
727,6585,2025-06-17,PayPal
728,24988,2024-11-15,Cash
729,33832,2025-04-26,PayPal
730,16888,2024-12-14,Cash
731,22180,2025-04-23,PayPal
732,2260,2024-12-02,Cash
733,11753,2025-05-19,Credit Card
734,18653,2025-03-17,PayPal
735,19229,2024-01-16,PayPal
736,40322,2025-01-07,Cash
737,27936,2024-12-24,Cash
738,45056,2025-03-02,Cash
739,120,2025-04-04,Credit Card
740,39697,2024-12-21,Debit Card
741,41938,2024-12-15,Debit Card
742,11683,2025-06-04,Cash
743,34189,2025-06-06,Cash
744,21042,2024-11-22,Cash
745,14091,2024-03-21,UPI
746,7476,2025-02-22,Credit Card
747,3224,2025-06-07,UPI
748,42685,2024-03-29,PayPal
749,27683,2025-05-28,Credit Card
750,23073,2025-05-09,Cash
751,29040,2024-04-02,PayPal
752,29828,2025-05-18,Cash
753,3977,2025-03-11,UPI
754,679,2025-06-09,Cash
755,30789,2025-03-01,Cash
756,16383,2024-02-16,UPI
757,841,2025-02-24,Credit Card
758,22418,2025-02-27,Debit Card
759,26892,2025-02-20,Debit Card
760,13605,2025-01-24,Debit Card
761,4015,2025-06-11,Debit Card
762,45808,2025-06-08,PayPal
763,39065,2025-02-18,Debit Card
764,29056,2024-05-25,Credit Card
765,5710,2025-03-22,UPI
766,30474,2025-03-13,PayPal
767,2380,2025-06-19,PayPal
768,10807,2024-01-19,UPI
769,340,2024-10-25,UPI
770,49410,2025-02-25,Debit Card
771,11652,2025-02-10,Debit Card
772,23470,2023-08-15,Cash
773,3202,2025-03-26,Debit Card
774,39293,2024-08-05,UPI
775,19090,2025-05-02,Credit Card
776,45741,2024-12-01,UPI
777,44519,2024-09-28,Credit Card
778,44547,2024-04-11,Credit Card
779,32549,2025-06-12,Cash
780,19974,2025-05-22,UPI
781,48370,2025-06-09,Credit Card
782,6654,2024-11-10,Credit Card
783,29991,2025-02-07,UPI
784,29888,2024-08-12,PayPal
785,26747,2025-04-09,UPI
786,6207,2024-06-04,Cash
787,523,2024-06-05,Credit Card
788,28306,2024-05-13,Debit Card
789,38310,2025-01-16,Credit Card
790,33217,2025-04-08,UPI
791,48711,2024-02-14,Debit Card
792,48572,2024-12-12,UPI
793,30161,2024-06-25,PayPal
794,23659,2025-06-03,UPI
795,37966,2025-01-15,PayPal
796,44247,2025-02-23,UPI
797,37160,2025-03-31,UPI
798,5235,2025-04-13,PayPal
799,25692,2025-05-10,PayPal
800,27243,2025-05-17,Debit Card
801,3777,2025-02-12,PayPal
802,37771,2025-03-08,PayPal
803,48952,2025-04-29,UPI
804,13749,2024-12-26,Credit Card
805,16024,2025-01-28,PayPal
806,2112,2025-06-03,PayPal
807,2405,2024-11-06,UPI
808,45663,2025-04-15,Credit Card
809,34956,2025-06-15,UPI
810,43105,2024-04-20,UPI
811,45312,2025-04-25,Debit Card
812,36182,2024-09-13,PayPal
813,5574,2024-12-17,PayPal
814,12012,2024-10-28,Debit Card
815,17887,2025-02-05,UPI
816,12551,2025-04-12,Debit Card
817,25256,2024-06-06,Cash
818,28112,2024-11-12,Credit Card
819,28967,2025-02-01,UPI
820,43664,2024-12-17,Credit Card
821,13280,2024-10-06,PayPal
822,3955,2024-10-21,PayPal
823,13204,2025-04-27,Debit Card
824,31849,2025-04-20,Credit Card
825,45214,2025-06-13,UPI
